label,game_family,update_rule,mixer,peer_rule,policy_prior_mode,local_update_rule,neural_peer_mode,revision_rate,selection_strength,policy_temperature,payoff_transform,learning_enabled,epoch,p0_count,cooperation_slope,policy_cooperation_slope
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,31,5,2.884000000000001,3.1782882302999518
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,32,5,2.8720000000000017,3.257964596152308
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,33,5,2.9240000000000013,3.3309308499097843
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,34,5,3.012000000000002,3.384789907932284
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,35,5,3.2360000000000015,3.440812456607821
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,36,5,3.304000000000002,3.497908204793931
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,37,5,3.2720000000000016,3.5482919812202485
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,38,5,3.180000000000001,3.5909878641366975
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,39,5,3.2680000000000025,3.6091308861970925
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,40,5,3.2520000000000024,3.6369811430573487
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,41,5,3.4880000000000027,3.6489023208618194
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,42,5,3.656000000000003,3.6710731767118014
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,43,5,3.5640000000000027,3.6699789054691827
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,44,5,3.632000000000002,3.6669899359345464
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,45,5,3.7680000000000025,3.6524496965110336
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,46,5,3.648000000000003,3.6413821451365984
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,47,5,3.6000000000000014,3.6245154883712565
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,48,5,3.6320000000000037,3.6012761298567098
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,49,5,3.608000000000003,3.583292689174417
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,50,5,3.652000000000004,3.5526585116982496
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,0,5,1.0000000000000007,1.0000000000000007
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,1,5,1.1680000000000006,1.1680000000000006
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,2,5,1.3637824393585212,1.3637824393585212
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,3,5,1.5913055838363157,1.5913055838363157
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,4,5,1.854446021419967,1.854446021419967
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,5,5,2.1563438543968765,2.1563438543968765
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,6,5,2.4982313217656498,2.4982313217656498
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,7,5,2.8776229102420277,2.8776229102420277
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,8,5,3.2860997584435996,3.2860997584435996
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,9,5,3.707761054102923,3.707761054102923
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,10,5,4.1203839577800006,4.1203839577800006
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,11,5,4.500750680936737,4.500750680936737
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,12,5,4.831863462563538,4.831863462563538
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,13,5,5.106412875260787,5.106412875260787
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,14,5,5.324690754967745,5.324690754967745
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,15,5,5.491582951713173,5.491582951713173
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,16,5,5.61537192945078,5.61537192945078
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,17,5,5.706206929857095,5.706206929857095
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,18,5,5.773559092622774,5.773559092622774
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,19,5,5.824557802264694,5.824557802264694
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,20,5,5.863921915964257,5.863921915964257
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,21,5,5.894655783479744,5.894655783479744
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,22,5,5.918740464450648,5.918740464450648
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,23,5,5.937583016592054,5.937583016592054
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,24,5,5.952257338769721,5.952257338769721
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,25,5,5.963620961637607,5.963620961637607
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,26,5,5.972370858272963,5.972370858272963
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,27,5,5.979073433074217,5.979073433074217
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,28,5,5.984184995776273,5.984184995776273
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,29,5,5.988068952281072,5.988068952281072
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,30,5,5.99101143138328,5.99101143138328
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,31,5,5.9932354494513875,5.9932354494513875
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,32,5,5.994913368275552,5.994913368275552
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,33,5,5.996177494143593,5.996177494143593
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,34,5,5.997128839634259,5.997128839634259
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,35,5,5.997844201338872,5.997844201338872
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,36,5,5.998381775621748,5.998381775621748
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,37,5,5.998785553679408,5.998785553679408
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,38,5,5.999088725559456,5.999088725559456
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,39,5,5.999316295869723,5.999316295869723
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,40,5,5.99948708177422,5.99948708177422
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,41,5,5.999615232289469,5.999615232289469
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,42,5,5.999711379651311,5.999711379651311
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,43,5,5.9997835096195615,5.9997835096195615
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,44,5,5.999837618060741,5.999837618060741
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,45,5,5.999878205572037,5.999878205572037
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,46,5,5.999908649688104,5.999908649688104
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,47,5,5.99993148473708,5.99993148473708
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,48,5,5.9999486121288506,5.9999486121288506
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,49,5,5.999961458294972,5.999961458294972
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,rd_well_mixed,none,none,default,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,50,5,5.999971093269952,5.999971093269952
